patent_number,patent_title,patent_date,patent_num_claims,patent_num_combined_citations,inventor_last_name,inventor_first_name,assignee_organization
7458093,"Method and apparatus for accessing targeted, personalized voice/audio web content through wireless devices",2007-04-17,22,26,Sarukkai,Ramesh R.,Yahoo! Inc.
7464020,"Method and apparatus for accessing targeted, personalized voice/audio web content through wireless devices",2007-04-17,22,26,Mendhekar,Anurag D.,Yahoo! Inc.
7469302,Centrally controllable instant messaging system,2007-07-03,25,2,Wan,Warren,Yahoo! Inc.
7483903,Centrally controllable instant messaging system,2007-07-03,25,2,Gazzetta,Marco,Yahoo! Inc.
7487441,Determining a known character string equivalent to a query string,2007-07-31,12,220,Dunning,Ted E.,Yahoo! Inc.
7496857,Determining a known character string equivalent to a query string,2007-07-31,12,220,Kindig,Bradley D.,Yahoo! Inc.
7506029,Method and system for customizing views of information associated with a social network user,2007-09-11,30,36,Farmer,F. Randall,Yahoo! Inc.
7506260,Method and system for customizing views of information associated with a social network user,2007-09-11,30,36,Perelman,Ellen Sue,Yahoo! Inc.
7509377,Method and system for customizing views of information associated with a social network user,2007-09-11,30,36,Hull,Mark Everett,Yahoo! Inc.
7516092,Peer-to-peer message chaining for initiating a data exchange with a server,2007-11-20,22,3,Foster,Marcus Alexander,Yahoo! Inc.
7523071,Method and system for authenticating a message sender using domain keys,2007-12-25,28,8,Delany,Mark,Yahoo! Inc.
7523123,System for controlling and enforcing playback restrictions for a media file by splitting the media file into usable and unusable portions for playback,2008-01-01,76,225,Dunning,Ted E.,Yahoo! Inc.
7533414,System for controlling and enforcing playback restrictions for a media file by splitting the media file into usable and unusable portions for playback,2008-01-01,76,225,Doron,Amir,Yahoo! Inc.
7539699,Method and system for data collection for alert delivery,2008-02-19,22,34,Menon,Jayachandran R.,Yahoo! Inc.
7545784,Method and system for data collection for alert delivery,2008-02-19,22,34,Ramakrishnan,Thyagarajapuram S.,Yahoo! Inc.
7546316,Method and system for data collection for alert delivery,2008-02-19,22,34,Matzanas,Sotiris,Yahoo! Inc.
7546321,Method and system for data collection for alert delivery,2008-02-19,22,34,Loo,Patrick S.,Yahoo! Inc.
7548929,Method and system for data collection for alert delivery,2008-02-19,22,34,Eichstaedt,Matthias,Yahoo! Inc.
7552112,System and method for performing purchase transactions utilizing a broadcast-based device,2008-03-18,24,48,Behhnam-Dehkordy,Hamid-Reza,Yahoo! Inc.
7552193,System and method for performing purchase transactions utilizing a broadcast-based device,2008-03-18,24,48,Upendran,Manish,Yahoo! Inc.
7558865,System and method for performing purchase transactions utilizing a broadcast-based device,2008-03-18,24,48,Vakili,Valla,Yahoo! Inc.
7562076,System and method for performing purchase transactions utilizing a broadcast-based device,2008-03-18,24,48,Rowlen,Matthew,Yahoo! Inc.
7562311,Method and system for delivery alerts to a user,2008-03-18,23,31,Matzanas,Sotiris,Yahoo! Inc.
7565359,Method and system for delivery alerts to a user,2008-03-18,23,31,Menon,Jayachandran R.,Yahoo! Inc.
7567945,Method and system for delivery alerts to a user,2008-03-18,23,31,Ramakrishnan,Thyagarajapuram S.,Yahoo! Inc.
7571145,Method and system for delivery alerts to a user,2008-03-18,23,31,Eichstaedt,Matthias,Yahoo! Inc.
7574422,Method and system for delivery alerts to a user,2008-03-18,23,31,Loo,Patrick S.,Yahoo! Inc.
7574436,"System and method for controlling access to digital content, including streaming media",2008-03-25,39,40,Rodiger,Anthony Joseph,Yahoo! Inc.
7574448,"System and method for controlling access to digital content, including streaming media",2008-03-25,39,40,Madison,Justin Paul,Yahoo! Inc.
7574651,"System and method for controlling access to digital content, including streaming media",2008-03-25,39,40,Chintala,Ajay Kumar,Yahoo! Inc.
7580944,"Method, apparatus and system for providing a server agent for a mobile device",2008-04-08,31,17,Zhou,Min Jun,Yahoo! Inc.
7581193,"Method, apparatus and system for providing a server agent for a mobile device",2008-04-08,31,17,Cui,Yingqing Lawrence,Yahoo! Inc.
7584171,"Method, apparatus and system for providing a server agent for a mobile device",2008-04-08,31,17,Jiang,Zhaowei Charlie,Yahoo! Inc.
7587482,Delivering items based on links to resources associated with search results,2008-04-15,36,32,Walther,Eckart,Yahoo! Inc.
7587569,Delivering items based on links to resources associated with search results,2008-04-15,36,32,Tran,Thai Gia,Yahoo! Inc.
7590616,Delivering items based on links to resources associated with search results,2008-04-15,36,32,Sadri,Pasha,Yahoo! Inc.
7596594,Scoring mechanism selection along multiple dimensions,2008-04-15,18,15,Cadogan,Catherine,Yahoo! Inc.
7599935,Scoring mechanism selection along multiple dimensions,2008-04-15,18,15,Weiner,Jeff,Yahoo! Inc.
7603294,Scoring mechanism selection along multiple dimensions,2008-04-15,18,15,Solomon,Rob,Yahoo! Inc.
7603348,Scoring mechanism selection along multiple dimensions,2008-04-15,18,15,Stolte,Brian M.,Yahoo! Inc.
7603349,Scoring mechanism selection along multiple dimensions,2008-04-15,18,15,Arendt,Charles,Yahoo! Inc.
7606794,Scoring mechanism selection along multiple dimensions,2008-04-15,18,15,Heist,Matt,Yahoo! Inc.
7606816,Scoring mechanism selection along multiple dimensions,2008-04-15,18,15,Acton,Brian L.,Yahoo! Inc.
7616964,Scoring mechanism selection along multiple dimensions,2008-04-15,18,15,Baldua,Manish R.,Yahoo! Inc.
7626991,Automated bulk communication responder,2008-04-15,20,28,Manber,Udi,Yahoo! Inc.
7630970,Automated bulk communication responder,2008-04-15,20,28,Ralston,Geoffrey D.,Yahoo! Inc.
7630972,Automated bulk communication responder,2008-04-15,20,28,Nakayama,David H.,Yahoo! Inc.
7630973,Automated bulk communication responder,2008-04-15,20,28,Lewin,Matthew E.,Yahoo! Inc.
7630978,Automated bulk communication responder,2008-04-15,20,28,Jayachandran,Ravichandran Menon,Yahoo! Inc.
7631008,Automated bulk communication responder,2008-04-15,20,28,Woods,Brian R.,Yahoo! Inc.
7631045,Content delivery frequency capping method,2008-04-15,34,5,Matsuo,Peter J.,Yahoo! Inc.
7634466,Content delivery frequency capping method,2008-04-15,34,5,Doemling,Marcus F.,Yahoo! Inc.
7634472,Financial information portal,2008-05-06,16,6,Bennett,Michael J.,Yahoo! Inc.
7636713,Financial information portal,2008-05-06,16,6,Nesbitt,Susan,Yahoo! Inc.
7636766,Financial information portal,2008-05-06,16,6,Bergquist,John F.,Yahoo! Inc.
7636779,Using network traffic logs for search enhancement,2008-07-08,4,23,Zha,Hongyuan,Yahoo! Inc.
7640210,Using network traffic logs for search enhancement,2008-07-08,4,23,Poutanen,Tomi J.,Yahoo! Inc.
7650378,Using network traffic logs for search enhancement,2008-07-08,4,23,Langlois,Jean-Marc,Yahoo! Inc.
7672927,Using network traffic logs for search enhancement,2008-07-08,4,23,Cook,Douglas M.,Yahoo! Inc.
7672932,Using network traffic logs for search enhancement,2008-07-08,4,23,Borkovsky,Arkady,Yahoo! Inc.
7673062,"Generating descriptions of matching resources based on the kind, quality, and relevance of available sources of information about the matching resources",2008-07-29,14,13,Cook,Douglas M.,Yahoo! Inc.
7676762,"Generating descriptions of matching resources based on the kind, quality, and relevance of available sources of information about the matching resources",2008-07-29,14,13,Pavlovski,Dmitri,Yahoo! Inc.
7680746,"Generating descriptions of matching resources based on the kind, quality, and relevance of available sources of information about the matching resources",2008-07-29,14,13,Nibhanupudi,Mohan V.,Yahoo! Inc.
7680804,"Generating descriptions of matching resources based on the kind, quality, and relevance of available sources of information about the matching resources",2008-07-29,14,13,Meyers,Robert Alan,Yahoo! Inc.
7680855,"Generating descriptions of matching resources based on the kind, quality, and relevance of available sources of information about the matching resources",2008-07-29,14,13,Carson,Chad,Yahoo! Inc.
7680858,System and methods for ranking the relative value of terms in a multi-term search query using deletion prediction,2008-07-29,12,9,Fain,Daniel C.,Yahoo! Inc.
7680939,System and methods for ranking the relative value of terms in a multi-term search query using deletion prediction,2008-07-29,12,9,Jones,Rosie,Yahoo! Inc.
7685041,Subscription control panel,2008-08-12,5,67,Hayashi,Nathanael Joe,Yahoo! Inc.
7685084,Subscription control panel,2008-08-12,5,67,Wascovich,Dan James,Yahoo! Inc.
7685204,Subscription control panel,2008-08-12,5,67,Tsang,Audrey Y.,Yahoo! Inc.
7685209,Subscription control panel,2008-08-12,5,67,Fukuda,Matthew Kenjiro,Yahoo! Inc.
7685241,Subscription control panel,2008-08-12,5,67,"Ott, IV",Edward Stanley,Yahoo! Inc.
7685304,"Real-time search term popularity determination, by search origin geographic location",2008-09-23,5,27,Raghunathan,Vijay,Yahoo! Inc.
7689527,Automatic generation of taxonomies for categorizing queries and search query processing using taxonomies,2008-09-23,12,20,Joshi,Deepa B.,Yahoo! Inc.
7689650,Automatic generation of taxonomies for categorizing queries and search query processing using taxonomies,2008-09-23,12,20,Parikh,Jignashu G.,Yahoo! Inc.
7692536,Automatic generation of taxonomies for categorizing queries and search query processing using taxonomies,2008-09-23,12,20,Kapur,Shyam,Yahoo! Inc.
7698281,Cold row encapsulation for server farm cooling system,2008-09-30,25,18,Suarez,Jesus Lalo,Yahoo! Inc.
7698327,Cold row encapsulation for server farm cooling system,2008-09-30,25,18,Holt,Norman,Yahoo! Inc.
7698331,Cold row encapsulation for server farm cooling system,2008-09-30,25,18,Robison,Albert Dell,Yahoo! Inc.
7702672,Cold row encapsulation for server farm cooling system,2008-09-30,25,18,Noteboom,Scott,Yahoo! Inc.
7702772,System for a distributed column chunk data store,2008-11-04,20,1,Uppala,Radha Krishna,Yahoo! Inc.
7706263,Associating multiple visibility profiles with a user of a real-time communication system,2008-11-11,14,55,Szeto,Christopher,Yahoo! Inc.
7707127,Online playback system with community bias,2008-11-18,44,296,Beaupre,Todd M.,Yahoo! Inc.
7707198,Online playback system with community bias,2008-11-18,44,296,Boulter,Jeffrey R.,Yahoo! Inc.
7707201,Online playback system with community bias,2008-11-18,44,296,Veilleux,John-Paul,Yahoo! Inc.
7707500,Method for a distributed column chunk data store,2008-11-25,20,4,Uppala,Radha Krishna,Yahoo! Inc.
7707520,System and method for presenting fantasy sports content with broadcast content,2008-11-25,39,13,Rowlen,Matthew,Yahoo! Inc.
7716235,System and method for presenting fantasy sports content with broadcast content,2008-11-25,39,13,Behhnam-Dehkordy,Hamid-Reza,Yahoo! Inc.
7720686,System and method for presenting fantasy sports content with broadcast content,2008-11-25,39,13,Vakili,Valla,Yahoo! Inc.
7721217,System and method for presenting fantasy sports content with broadcast content,2008-11-25,39,13,Dukes,Derek,Yahoo! Inc.
7721228,Visibly distinguishing portions of compound words,2008-12-09,6,9,Wong,Chung Kei,Yahoo! Inc.
7725551,System and method for ensuring consistent web display by multiple independent client programs with a server that is not persistently connected to client computer systems,2008-12-23,48,13,Bollas,James Zachary,Yahoo! Inc.
7725927,System and method for ensuring consistent web display by multiple independent client programs with a server that is not persistently connected to client computer systems,2008-12-23,48,13,Seitz,Edward F.,Yahoo! Inc.
7734565,System and method for ensuring consistent web display by multiple independent client programs with a server that is not persistently connected to client computer systems,2008-12-23,48,13,Davis,Brockton Scott,Yahoo! Inc.
7734629,System and method for ensuring consistent web display by multiple independent client programs with a server that is not persistently connected to client computer systems,2008-12-23,48,13,Sollicito,Vincent L.,Yahoo! Inc.
7734730,System and method for ensuring consistent web display by multiple independent client programs with a server that is not persistently connected to client computer systems,2008-12-23,48,13,Whittle,Derrick Wang,Yahoo! Inc.
7739142,System and method for ensuring consistent web display by multiple independent client programs with a server that is not persistently connected to client computer systems,2008-12-23,48,13,Vaughan,Richard George,Yahoo! Inc.
7747612,System and method for ensuring consistent web display by multiple independent client programs with a server that is not persistently connected to client computer systems,2008-12-23,48,13,Owens,Stephen Kent,Yahoo! Inc.
7747613,Unsupervised learning tool for feature correction,2009-01-27,16,4,Raj,Binu,Yahoo! Inc.
7747614,Unsupervised learning tool for feature correction,2009-01-27,16,4,Kulkarni,Parashuram,Yahoo! Inc.
7747638,Method and system of enhanced messaging,2009-02-03,2,7,Szeto,Christopher,Yahoo! Inc.
7747648,Systems and methods for relating events to a date or date range selection,2009-02-24,22,20,Prasad,Maram Nagendra,Yahoo! Inc.
7747680,Systems and methods for relating events to a date or date range selection,2009-02-24,22,20,Stata,Raymond P.,Yahoo! Inc.
7747792,Systems and methods for relating events to a date or date range selection,2009-02-24,22,20,Jhunjhunwala,Ashok,Yahoo! Inc.
7752285,Establishing communication between a messaging client and a remote device running a browsing application,2009-03-17,20,9,Henderson,Irvin,Yahoo! Inc.
7756752,Establishing communication between a messaging client and a remote device running a browsing application,2009-03-17,20,9,Ramakrishnan,Thyagarajapuram S.,Yahoo! Inc.
7756845,Establishing communication between a messaging client and a remote device running a browsing application,2009-03-17,20,9,Sanjeeva,Naveen Dasa,Yahoo! Inc.
7756900,Method and system of providing browser functionality through a browser button,2009-03-17,58,164,Fan,Duke Tsao-Ming,Yahoo! Inc.
7756936,Method and system of providing browser functionality through a browser button,2009-03-17,58,164,Wada,Alan,Yahoo! Inc.
7761436,Method and system of providing browser functionality through a browser button,2009-03-17,58,164,Burke,Eric P.,Yahoo! Inc.
7761805,System and method for communicating images between intercommunicating users,2009-03-24,19,17,New,Matthew David,Yahoo! Inc.
7769745,System and method for communicating images between intercommunicating users,2009-03-24,19,17,Harvey,Christopher Forrest,Yahoo! Inc.
7770229,System and method for communicating images between intercommunicating users,2009-03-24,19,17,Ramani,Ramkumar,Yahoo! Inc.
7774330,System and method for performing purchase transactions utilizing a broadcast-based device,2009-04-07,12,5,Rowlen,Matthew,Yahoo! Inc.
7774348,System and method for performing purchase transactions utilizing a broadcast-based device,2009-04-07,12,5,Upendran,Manish,Yahoo! Inc.
7778407,System and method for performing purchase transactions utilizing a broadcast-based device,2009-04-07,12,5,Behhnam-Denkordy,Hamid-Reza,Yahoo! Inc.
7783540,System and method for performing purchase transactions utilizing a broadcast-based device,2009-04-07,12,5,Vakilli,Valla,Yahoo! Inc.
7783623,On-line software rental,2009-04-21,84,9,Fox,Allen,Yahoo! Inc.
7783624,On-line software rental,2009-04-21,84,9,Macnish,Jesse,Yahoo! Inc.
7788158,Map-reduce with merge to process multiple relational datasets,2009-04-21,55,2,Hsiao,Ruey-Lung,Yahoo! Inc.
7788210,Map-reduce with merge to process multiple relational datasets,2009-04-21,55,2,Yang,Hung-Chih,Yahoo! Inc.
7788276,Map-reduce with merge to process multiple relational datasets,2009-04-21,55,2,Dasdan,Ali,Yahoo! Inc.
7788284,Detecting system abuse,2009-05-12,21,6,Manber,Udi,Yahoo! Inc.
7788603,Detecting system abuse,2009-05-12,21,6,Reed,Erik James,Yahoo! Inc.
7792926,"Apparatus, system and method for use in generating and maintaining an electronic address book",2009-05-26,27,12,Miller,Ryan K.,Yahoo! Inc.
7793227,"Apparatus, system and method for use in generating and maintaining an electronic address book",2009-05-26,27,12,Wang,Pauli,Yahoo! Inc.
7797260,"Apparatus, system and method for use in generating and maintaining an electronic address book",2009-05-26,27,12,Bhatia,Gitanjali,Yahoo! Inc.
7805331,"Apparatus, system and method for use in generating and maintaining an electronic address book",2009-05-26,27,12,Kobashikawa,Brian Tadao,Yahoo! Inc.
7805450,"Apparatus, system and method for use in generating and maintaining an electronic address book",2009-05-26,27,12,Thompson,Brooke Anne,Yahoo! Inc.
7805608,System and method for wireless communication between previously known and unknown users,2009-06-09,34,22,Mgrdechian,Richard,Yahoo! Inc.
7805667,System and method for wireless communication between previously known and unknown users,2009-06-09,34,22,Lee,Man-ho Lawrence,Yahoo! Inc.
7809664,Determining a known character string equivalent to a query string,2009-06-09,38,220,Dunning,Ted E.,Yahoo! Inc.
7809715,Determining a known character string equivalent to a query string,2009-06-09,38,220,Kindig,Bradley D.,Yahoo! Inc.
7809824,System and method for recovery from failure of a storage server in a distributed column chunk data store,2009-06-09,20,5,Uppala,Radha Krishna,Yahoo! Inc.
7814096,System and method for determining semantically related terms,2009-06-16,23,19,Riedel,Lance Alan,Yahoo! Inc.
7818534,System and method for determining semantically related terms,2009-06-16,23,19,Kushida,Grant,Yahoo! Inc.
7821953,System and method for determining semantically related terms,2009-06-16,23,19,Harris,Graham,Yahoo! Inc.
7822564,System and method for determining semantically related terms,2009-06-16,23,19,Collins,Robert J.,Yahoo! Inc.
7826657,System and method for determining semantically related terms,2009-06-16,23,19,Harris,Jesse W.,Yahoo! Inc.
7827166,System and method for determining semantically related terms,2009-06-16,23,19,Sebastian,Shaji,Yahoo! Inc.
7827172,System and method for determining semantically related terms,2009-06-16,23,19,Yuan,Jeff,Yahoo! Inc.
7831456,System and method for determining semantically related terms,2009-06-16,23,19,Zhou,Yiping,Yahoo! Inc.
7831588,System and method for determining semantically related terms,2009-06-16,23,19,Sabah,Mohammad,Yahoo! Inc.
7831595,Discovering associative intent queries from search web logs,2009-06-23,24,13,Rey,Benjamin,Yahoo! Inc.
7835943,Discovering associative intent queries from search web logs,2009-06-23,24,13,Jhala,Pradhuman Dasharalhasinh,Yahoo! Inc.
7836407,System and method for enhancing broadcast or recorded programs with information on the world wide web,2009-06-23,16,46,Carro,Fernando Incertis,Yahoo! Inc.
7840438,Systems and methods for predicting traffic on internet sites,2009-07-07,15,11,Jung,Dz-Mou,Yahoo! Inc.
7840442,Systems and methods for predicting traffic on internet sites,2009-07-07,15,11,Lin,Long-Ji Ji,Yahoo! Inc.
7840646,Systems and methods for search query processing using trend analysis,2009-07-14,34,22,Kapur,Shyam,Yahoo! Inc.
7844567,Persistent photo tray,2009-07-14,21,11,Schiller,Scott,Yahoo! Inc.
7844608,Dynamic page generator,2009-07-21,19,27,Nazem,Farzad,Yahoo! Inc.
7844707,Dynamic page generator,2009-07-21,19,27,Patel,Ashvinkumar P.,Yahoo! Inc.
7849207,Aggregation-specific confidence intervals for fact set queries,2009-07-28,12,0,Ali,Kamal Mahmood,Yahoo! Inc.
7853721,Social knowledge system content quality,2009-08-04,26,14,Dumoulin,Benoit,Yahoo! Inc.
7860308,Social knowledge system content quality,2009-08-04,26,14,Kwan,Remi Ken-Sho,Yahoo! Inc.
7860754,Social knowledge system content quality,2009-08-04,26,14,Boies,Daniel,Yahoo! Inc.
7860865,Collaborative-filtering contextual model optimized for an objective function for recommending items,2009-08-11,18,4,Lin,Long-Ji Ji,Yahoo! Inc.
7865451,Collaborative-filtering contextual model optimized for an objective function for recommending items,2009-08-11,18,4,Guan,Wei,Yahoo! Inc.
7865463,Collaborative-filtering contextual model optimized for an objective function for recommending items,2009-08-11,18,4,Chung,Christina Yip,Yahoo! Inc.
7870001,Reranking and increasing the relevance of the results of Internet searches,2009-08-11,24,18,Kapur,Shyam,Yahoo! Inc.
7870026,Reranking and increasing the relevance of the results of Internet searches,2009-08-11,24,18,Parikh,Jignashu G.,Yahoo! Inc.
7870039,Method and apparatus for organizing and playing data,2009-08-11,13,61,Volk,Andrew R.,Yahoo! Inc.
7870131,Method and apparatus for organizing and playing data,2009-08-11,13,61,Jacoby,Ronald,Yahoo! Inc.
7870227,Value system for dynamic composition of pages,2009-08-11,58,14,Rosensweig,Daniel L.,Yahoo! Inc.
7870288,Value system for dynamic composition of pages,2009-08-11,58,14,Ebrahimi,Armin G.,Yahoo! Inc.
7870475,Business intelligent architecture system and method,2009-08-25,13,4,Alnahlawi,Mahmoud,Yahoo! Inc.
7877317,Business intelligent architecture system and method,2009-08-25,13,4,Zhuge,Yue,Yahoo! Inc.
7877335,System and method for facilitating interactive selection and presentation of datasets,2009-08-25,18,2,Koran,Joshua M.,Yahoo! Inc.
7877380,System and method for facilitating interactive selection and presentation of datasets,2009-08-25,18,2,Ames,Glen Anthony,Yahoo! Inc.
7877395,Collaborative-filtering content model for recommending items,2009-09-01,18,12,Chung,Christina Yip,Yahoo! Inc.
7882039,Collaborative-filtering content model for recommending items,2009-09-01,18,12,Guan,Wei,Yahoo! Inc.
7882124,Collaborative-filtering content model for recommending items,2009-09-01,18,12,Lin,Long-Ji Ji,Yahoo! Inc.
7882177,Multimodal interface for mobile messaging,2009-09-08,18,14,Sanjeeva,Naveen Dasa,Yahoo! Inc.
7885863,Multimodal interface for mobile messaging,2009-09-08,18,14,Ramakrishnan,Thyagarajapuram S.,Yahoo! Inc.
7885913,Multimodal interface for mobile messaging,2009-09-08,18,14,Henderson,Irvin,Yahoo! Inc.
7890488,System and method for removing a storage server in a distributed column chunk data store,2009-09-08,20,5,Uppala,Radha Krishna,Yahoo! Inc.
7893847,Collaborative-filtering contextual model based on explicit and implicit ratings for recommending items,2009-09-15,18,4,Chung,Christina Yip,Yahoo! Inc.
7895049,Collaborative-filtering contextual model based on explicit and implicit ratings for recommending items,2009-09-15,18,4,Guan,Wei,Yahoo! Inc.
7895172,Collaborative-filtering contextual model based on explicit and implicit ratings for recommending items,2009-09-15,18,4,Lin,Long-Ji Ji,Yahoo! Inc.
7895175,System and method for displaying and acting upon email conversations across folders,2009-09-29,20,8,Karp,Daniel Geoffrey,Yahoo! Inc.
7895177,Control for enabling a user to preview display of selected content based on another user's authorization level,2009-10-06,19,54,Brody,Paul J.,Yahoo! Inc.
7895198,Control for enabling a user to preview display of selected content based on another user's authorization level,2009-10-06,19,54,Perelman,Ellen Sue,Yahoo! Inc.
7895206,Control for enabling a user to preview display of selected content based on another user's authorization level,2009-10-06,19,54,La Rotonda,Michael,Yahoo! Inc.
7895235,Control for enabling a user to preview display of selected content based on another user's authorization level,2009-10-06,19,54,Sample,Neal J.,Yahoo! Inc.
7895284,Control for enabling a user to preview display of selected content based on another user's authorization level,2009-10-06,19,54,DeJesus,Ericson,Yahoo! Inc.
7899804,Automatic advertiser notification for a system for providing place and price protection in a search result list generated by a computer network search engine,2009-10-13,24,53,Huffman,Douglas T.,Yahoo! Inc.
