Year,LocationAbbr,LocationDesc,GeographicLevel,Stroke Mortality,Gender,Ethnicity
2013,AK,Skagway-Hoonah-Angoon,x,,Female,Hispanic
2013,AK,Southeast Fairbanks,x,,Female,Hispanic
2013,AK,Valdez-Cordova,x,,Female,Hispanic
2013,AK,Wade Hampton,x,,Female,Hispanic
2013,AK,Wrangell-Petersburg,x,,Female,Hispanic
2013,AK,Yakutat,x,,Female,Hispanic
2013,AK,Yukon-Koyukuk,x,,Female,Hispanic
2013,AK,Aleutians East,x,,y,Asian and Pacific Islander
2013,AK,Aleutians West,x,,y,Asian and Pacific Islander
2013,AK,Anchorage,x,79.3,y,Asian and Pacific Islander
2013,AK,Bethel,x,,y,Asian and Pacific Islander
2013,AK,Bristol Bay,x,,y,Asian and Pacific Islander
2013,AK,Denali,x,,y,Asian and Pacific Islander
2013,AK,Dillingham,x,,y,Asian and Pacific Islander
2013,AK,Fairbanks North Star,x,,y,Asian and Pacific Islander
2013,AK,Haines,x,,y,Asian and Pacific Islander
2013,AK,Juneau,x,,y,Asian and Pacific Islander
2013,AK,Kenai Peninsula,x,87.8,y,Asian and Pacific Islander
2013,AK,Ketchikan Gateway,x,,y,Asian and Pacific Islander
2013,AK,Kodiak Island,x,,y,Asian and Pacific Islander
2013,AK,Lake and Peninsula,x,,y,Asian and Pacific Islander
2013,AK,Matanuska-Susitna,x,73.8,y,Asian and Pacific Islander
2013,AK,Nome,x,,y,Asian and Pacific Islander
2013,AK,North Slope,x,,y,Asian and Pacific Islander
2013,AK,Northwest Arctic,x,,y,Asian and Pacific Islander
2013,AK,Prince of Wales-Outer Ketchikan,x,,y,Asian and Pacific Islander
2013,AK,Sitka,x,,y,Asian and Pacific Islander
2013,AK,Skagway-Hoonah-Angoon,x,,y,Asian and Pacific Islander
2013,AK,Southeast Fairbanks,x,,y,Asian and Pacific Islander
2013,AK,Valdez-Cordova,x,76.1,y,Asian and Pacific Islander
2013,AK,Wade Hampton,x,,y,Asian and Pacific Islander
2013,AK,Wrangell-Petersburg,x,,y,Asian and Pacific Islander
2013,AK,Yakutat,x,,y,Asian and Pacific Islander
2013,AK,Yukon-Koyukuk,x,,y,Asian and Pacific Islander
2013,AK,Aleutians East,x,,y,Asian and Pacific Islander
2013,AK,Aleutians West,x,,y,Asian and Pacific Islander
2013,AK,Anchorage,x,79.3,y,Asian and Pacific Islander
2013,AK,Bethel,x,,y,Asian and Pacific Islander
2013,AK,Bristol Bay,x,,y,Asian and Pacific Islander
2013,AK,Denali,x,,y,Asian and Pacific Islander
2013,AK,Dillingham,x,,y,Asian and Pacific Islander
2013,AK,Fairbanks North Star,x,,y,Asian and Pacific Islander
2013,AK,Haines,x,,y,Asian and Pacific Islander
2013,AK,Juneau,x,,y,Asian and Pacific Islander
2013,AK,Kenai Peninsula,x,87.8,y,Asian and Pacific Islander
2013,AK,Ketchikan Gateway,x,,y,Asian and Pacific Islander
2013,AK,Kodiak Island,x,,y,Asian and Pacific Islander
2013,AK,Lake and Peninsula,x,,y,Asian and Pacific Islander
2013,AK,Matanuska-Susitna,x,73.8,y,Asian and Pacific Islander
2013,AK,Nome,x,,y,Asian and Pacific Islander
2013,AK,North Slope,x,,y,Asian and Pacific Islander
2013,AK,Northwest Arctic,x,,y,Asian and Pacific Islander
2013,AK,Prince of Wales-Outer Ketchikan,x,,y,Asian and Pacific Islander
2013,AK,Sitka,x,,y,Asian and Pacific Islander
2013,AK,Skagway-Hoonah-Angoon,x,,y,Asian and Pacific Islander
2013,AK,Southeast Fairbanks,x,,y,Asian and Pacific Islander
2013,AK,Valdez-Cordova,x,76.1,y,Asian and Pacific Islander
2013,AK,Wade Hampton,x,,y,Asian and Pacific Islander
2013,AK,Wrangell-Petersburg,x,,y,Asian and Pacific Islander
2013,AK,Yakutat,x,,y,Asian and Pacific Islander
2013,AK,Yukon-Koyukuk,x,,y,Asian and Pacific Islander
2013,AK,Aleutians East,x,,y,Asian and Pacific Islander
2013,AK,Aleutians West,x,,y,Asian and Pacific Islander
2013,AK,Anchorage,x,79.3,y,Asian and Pacific Islander
2013,AK,Bethel,x,,y,Asian and Pacific Islander
2013,AK,Bristol Bay,x,,y,Asian and Pacific Islander
2013,AK,Denali,x,,y,Asian and Pacific Islander
2013,AK,Dillingham,x,,y,Asian and Pacific Islander
2013,AK,Fairbanks North Star,x,,y,Asian and Pacific Islander
2013,AK,Haines,x,,y,Asian and Pacific Islander
2013,AK,Juneau,x,,y,Asian and Pacific Islander
2013,AK,Kenai Peninsula,x,87.8,y,Asian and Pacific Islander
2013,AK,Ketchikan Gateway,x,,y,Asian and Pacific Islander
2013,AK,Kodiak Island,x,,y,Asian and Pacific Islander
2013,AK,Lake and Peninsula,x,,y,Asian and Pacific Islander
2013,AK,Matanuska-Susitna,x,73.8,y,Asian and Pacific Islander
2013,AK,Nome,x,,y,Asian and Pacific Islander
2013,AK,North Slope,x,,y,Asian and Pacific Islander
2013,AK,Northwest Arctic,x,,y,Asian and Pacific Islander
2013,AK,Prince of Wales-Outer Ketchikan,x,,y,Asian and Pacific Islander
2013,AK,Sitka,x,,y,Asian and Pacific Islander
2013,AK,Skagway-Hoonah-Angoon,x,,y,Asian and Pacific Islander
2013,AK,Southeast Fairbanks,x,,y,Asian and Pacific Islander
2013,AK,Valdez-Cordova,x,76.1,y,Asian and Pacific Islander
2013,AK,Wade Hampton,x,,y,Asian and Pacific Islander
2013,AK,Wrangell-Petersburg,x,,y,Asian and Pacific Islander
2013,AK,Yakutat,x,,y,Asian and Pacific Islander
2013,AK,Yukon-Koyukuk,x,,y,Asian and Pacific Islander
2013,AK,Aleutians East,x,,y,American Indian and Alaskan Native
2013,AK,Aleutians West,x,,y,American Indian and Alaskan Native
2013,AK,Anchorage,x,119.5,y,American Indian and Alaskan Native
2013,AK,Bethel,x,137.8,y,American Indian and Alaskan Native
2013,AK,Bristol Bay,x,,y,American Indian and Alaskan Native
2013,AK,Denali,x,,y,American Indian and Alaskan Native
2013,AK,Dillingham,x,132.8,y,American Indian and Alaskan Native
2013,AK,Fairbanks North Star,x,,y,American Indian and Alaskan Native
2013,AK,Haines,x,,y,American Indian and Alaskan Native
2013,AK,Juneau,x,,y,American Indian and Alaskan Native
2013,AK,Kenai Peninsula,x,119.4,y,American Indian and Alaskan Native
2013,AK,Ketchikan Gateway,x,,y,American Indian and Alaskan Native
2013,AK,Kodiak Island,x,,y,American Indian and Alaskan Native
2013,AK,Lake and Peninsula,x,119.1,y,American Indian and Alaskan Native
2013,AK,Matanuska-Susitna,x,114.6,y,American Indian and Alaskan Native
2013,AK,Nome,x,139.4,y,American Indian and Alaskan Native
2013,AK,North Slope,x,,y,American Indian and Alaskan Native
2013,AK,Northwest Arctic,x,115.7,y,American Indian and Alaskan Native
2013,AK,Prince of Wales-Outer Ketchikan,x,,y,American Indian and Alaskan Native
2013,AK,Sitka,x,,y,American Indian and Alaskan Native
2013,AK,Skagway-Hoonah-Angoon,x,,y,American Indian and Alaskan Native
2013,AK,Southeast Fairbanks,x,102.6,y,American Indian and Alaskan Native
2013,AK,Valdez-Cordova,x,116.5,y,American Indian and Alaskan Native
2013,AK,Wade Hampton,x,155.3,y,American Indian and Alaskan Native
2013,AK,Wrangell-Petersburg,x,,y,American Indian and Alaskan Native
2013,AK,Yakutat,x,,y,American Indian and Alaskan Native
2013,AK,Yukon-Koyukuk,x,126,y,American Indian and Alaskan Native
2013,AK,Aleutians East,x,,Male,American Indian and Alaskan Native
2013,AK,Aleutians West,x,,Male,American Indian and Alaskan Native
2013,AK,Anchorage,x,110,Male,American Indian and Alaskan Native
2013,AK,Bethel,x,121,Male,American Indian and Alaskan Native
2013,AK,Bristol Bay,x,,Male,American Indian and Alaskan Native
2013,AK,Denali,x,,Male,American Indian and Alaskan Native
2013,AK,Dillingham,x,,Male,American Indian and Alaskan Native
2013,AK,Fairbanks North Star,x,,Male,American Indian and Alaskan Native
2013,AK,Haines,x,,Male,American Indian and Alaskan Native
2013,AK,Juneau,x,,Male,American Indian and Alaskan Native
2013,AK,Kenai Peninsula,x,150.7,Male,American Indian and Alaskan Native
2013,AK,Ketchikan Gateway,x,,Male,American Indian and Alaskan Native
2013,AK,Kodiak Island,x,,Male,American Indian and Alaskan Native
2013,AK,Lake and Peninsula,x,137.9,Male,American Indian and Alaskan Native
2013,AK,Matanuska-Susitna,x,67.5,Male,American Indian and Alaskan Native
2013,AK,Nome,x,,Male,American Indian and Alaskan Native
2013,AK,North Slope,x,,Male,American Indian and Alaskan Native
2013,AK,Northwest Arctic,x,,Male,American Indian and Alaskan Native
2013,AK,Prince of Wales-Outer Ketchikan,x,,Male,American Indian and Alaskan Native
2013,AK,Sitka,x,,Male,American Indian and Alaskan Native
2013,AK,Skagway-Hoonah-Angoon,x,,Male,American Indian and Alaskan Native
2013,AK,Southeast Fairbanks,x,,Male,American Indian and Alaskan Native
2013,AK,Valdez-Cordova,x,83.9,Male,American Indian and Alaskan Native
2013,AK,Wade Hampton,x,199.7,Male,American Indian and Alaskan Native
2013,AK,Wrangell-Petersburg,x,,Male,American Indian and Alaskan Native
2013,AK,Yakutat,x,,Male,American Indian and Alaskan Native
2013,AK,Yukon-Koyukuk,x,74.1,Male,American Indian and Alaskan Native
2013,AK,Aleutians East,x,,Female,American Indian and Alaskan Native
2013,AK,Aleutians West,x,,Female,American Indian and Alaskan Native
2013,AK,Anchorage,x,117.5,Female,American Indian and Alaskan Native
2013,AK,Bethel,x,144.9,Female,American Indian and Alaskan Native
2013,AK,Bristol Bay,x,,Female,American Indian and Alaskan Native
2013,AK,Denali,x,,Female,American Indian and Alaskan Native
2013,AK,Dillingham,x,,Female,American Indian and Alaskan Native
2013,AK,Fairbanks North Star,x,,Female,American Indian and Alaskan Native
2013,AK,Haines,x,,Female,American Indian and Alaskan Native
2013,AK,Juneau,x,,Female,American Indian and Alaskan Native
2013,AK,Kenai Peninsula,x,121.7,Female,American Indian and Alaskan Native
2013,AK,Ketchikan Gateway,x,,Female,American Indian and Alaskan Native
2013,AK,Kodiak Island,x,,Female,American Indian and Alaskan Native
2013,AK,Lake and Peninsula,x,,Female,American Indian and Alaskan Native
2013,AK,Matanuska-Susitna,x,125.7,Female,American Indian and Alaskan Native
2013,AK,Nome,x,,Female,American Indian and Alaskan Native
2013,AK,North Slope,x,,Female,American Indian and Alaskan Native
2013,AK,Northwest Arctic,x,,Female,American Indian and Alaskan Native
2013,AK,Prince of Wales-Outer Ketchikan,x,,Female,American Indian and Alaskan Native
2013,AK,Sitka,x,,Female,American Indian and Alaskan Native
2013,AK,Skagway-Hoonah-Angoon,x,,Female,American Indian and Alaskan Native
2013,AK,Southeast Fairbanks,x,149.2,Female,American Indian and Alaskan Native
2013,AK,Valdez-Cordova,x,128.1,Female,American Indian and Alaskan Native
2013,AK,Wade Hampton,x,149.9,Female,American Indian and Alaskan Native
2013,AK,Wrangell-Petersburg,x,,Female,American Indian and Alaskan Native
2013,AK,Yakutat,x,,Female,American Indian and Alaskan Native
2013,AK,Yukon-Koyukuk,x,148,Female,American Indian and Alaskan Native
2013,AK,Alaska,State,74.2,y,y
2013,AK,Alaska,State,78.3,Male,y
2013,AK,Alaska,State,69.5,Female,y
2013,AK,Alaska,State,77,Male,White
2013,AK,Alaska,State,63.1,Female,White
2013,AK,Alaska,State,,y,Black
2013,AK,Alaska,State,,Male,Black
2013,AK,Alaska,State,,Female,Black
2013,AK,Alaska,State,,y,Hispanic
2013,AK,Alaska,State,,Male,Hispanic
2013,AK,Alaska,State,,Female,Hispanic
2013,AK,Alaska,State,71.9,y,Asian and Pacific Islander
2013,AK,Alaska,State,71.9,y,Asian and Pacific Islander
2013,AK,Alaska,State,71.9,y,Asian and Pacific Islander
2013,AK,Alaska,State,113.3,y,American Indian and Alaskan Native
2013,AK,Alaska,State,100.8,Male,American Indian and Alaskan Native
2013,AK,Alaska,State,121.3,Female,American Indian and Alaskan Native
2013,AL,Autauga x,x,96.5,y,y
2013,AL,Baldwin x,x,83.5,y,y
2013,AL,Barbour x,x,88,y,y
2013,AL,Bibb x,x,110.1,y,y
2013,AL,Blount x,x,89.1,y,y
2013,AL,Bullock x,x,94.6,y,y
2013,AL,Butler x,x,97.3,y,y
2013,AL,Calhoun x,x,85.2,y,y
2013,AL,Chambers x,x,96.4,y,y
2013,AL,Cherokee x,x,89.6,y,y
2013,AL,Chilton x,x,93.9,y,y
2013,AL,Choctaw x,x,94.6,y,y
2013,AL,Clarke x,x,91.2,y,y
2013,AL,Clay x,x,82.4,y,y
2013,AL,Cleburne x,x,72.6,y,y
2013,AL,Coffee x,x,93.6,y,y
2013,AL,Colbert x,x,99,y,y
2013,AL,Conecuh x,x,101.9,y,y
2013,AL,Coosa x,x,82.1,y,y
2013,AL,Covington x,x,118.7,y,y
2013,AL,Crenshaw x,x,96.1,y,y
2013,AL,Cullman x,x,95.2,y,y
2013,AL,Dale x,x,80.3,y,y
2013,AL,Dallas x,x,103.1,y,y
2013,AL,DeKalb x,x,88.9,y,y
2013,AL,Elmore x,x,92.7,y,y
2013,AL,Escambia x,x,96.5,y,y
2013,AL,Etowah x,x,92.9,y,y
2013,AL,Fayette x,x,98,y,y
2013,AL,Franklin x,x,122.2,y,y
2013,AL,Geneva x,x,113.7,y,y
2013,AL,Greene x,x,101.2,y,y
2013,AL,Hale x,x,100,y,y
2013,AL,Henry x,x,78.8,y,y
2013,AL,Houston x,x,76.9,y,y
2013,AL,Jackson x,x,97.2,y,y
2013,AL,Jefferson x,x,106.3,y,y
2013,AL,Lamar x,x,111.6,y,y
2013,AL,Lauderdale x,x,102.2,y,y
2013,AL,Lawrence x,x,107.5,y,y
2013,AL,Lee x,x,88.3,y,y
2013,AL,Limestone x,x,92,y,y
2013,AL,Lowndes x,x,97.3,y,y
2013,AL,Macon x,x,91.5,y,y
2013,AL,Madison x,x,78.4,y,y
2013,AL,Marengo x,x,100,y,y
